"product_id","product_name","original_price","capacity","brand","top_note","heart_note","base_note","rating","number_of_raters","brand_id","selling_price","website_id"
510,Mercedes-Benz Ultimate 男士淡香精 120毫升,"835.00",NaN,Mercedes-Benz,薰衣草，雪松松針。,蘋果，肉豆蔻核仁，橘子。,檀木，絲柏，琥珀，廣藿香。,NaN,NaN,53,710.00,1
511,Chanel N°5 L’EAU 淡香水 100毫升,"1,580.00",NaN,Chanel,檸檬、柑橘、甜橙、乙醛,玫瑰、茉莉、依蘭依蘭,香根草、雪松、白麝香,4.0,6135.0,32,1348.00,1
512,Chanel N°5 L’EAU 淡香水 50毫升,"1,110.00",NaN,Chanel,檸檬、柑橘、甜橙、乙醛,玫瑰、茉莉、依蘭依蘭,香根草、雪松、白麝香,NaN,NaN,32,945.00,1
7,【網店限定】Tom Ford 白麝香淡香精 100毫升,"3,140.00","100毫升",TOM FORD,NaN,NaN,NaN,NaN,NaN,42,2198.00,1
10,【網店限定】Tom Ford Oud Wood 東方烏木香水 100毫升,"2,350.00","100毫升",TOM FORD,小豆蔻、粉紅胡椒、柑橘,香根草、東加豆、廣藿香,烏木、琥珀、麝香,4.5,31073.0,42,1880.00,1
517,Jo Malone 藍風鈴古龍水 9毫升,"265.00",NaN,Jo Malone,藍風鈴、丁香,茉莉、鈴蘭、野玫瑰,麝香、琥珀,NaN,NaN,14,135.00,1
518,Bvlgari 晶澈女香 65毫升,"1,000.00",NaN,Bvlgari,NaN,NaN,NaN,NaN,NaN,13,550.00,1
370,Mercedes-Benz Man男士淡香水套裝 2件裝,"920.00","2件裝",Mercedes-Benz,梨子、麝香錦葵,天竺葵、雪松葉,苔蘚、花梨木,NaN,NaN,53,782.00,1
519,【網店限定】Loewe 獨奏宣言淡香精 3件裝,"1,663.00",NaN,Loewe,NaN,白木、紫羅蘭、茉莉，茶香悠長和讓人回味無窮；尾調是琥珀、雪松，成熟與稚嫩的角質，感受沉穩的木質香氣。,海地香根草、印度檀香、麝香,NaN,NaN,55,785.00,1
520,Salvatore Ferragamo Intense Leather 男士淡香精 100毫升,"865.00",NaN,Salvatore Ferragamo,粉紅胡椒，鼠尾草，柑橘,紅蘋果，鳶尾花，山谷百合,橡苔，皮革，麝香,3.5,17.0,8,779.00,1
521,Fresh 西柚果香身體潤膚乳 300毫升,"260.00",NaN,Fresh,NaN,NaN,NaN,NaN,NaN,3,165.00,1
158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
470,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
522,Marina De Bourbon My Dynastie Princess EDP 淡香精 30毫升,"440.00",NaN,Marina De Bourbon,檸檬、蘋果、金橘、四季橘,白玫瑰、粉色風信子,竹子、琥珀、雪松木,NaN,NaN,48,374.00,1
523,【網店限定】Maison Margiela 花卉市場淡香水 100毫升,"1,150.00",NaN,Maison Margiela,綠葉、小蒼蘭、森巴茉莉,埃及茉莉、晚香玉、格拉斯玫瑰,桃、雪松木、橡苔,NaN,NaN,61,805.00,1
524,Salvatore Ferragamo 玄魅伊人女士香水 5毫升,"69.00",NaN,Salvatore Ferragamo,黑莓，橙花油,晚香玉，橙花,廣藿香，牛奶慕斯，黑香草果殼,3.5,1020.0,8,59.00,1
525,Chanel 白金男士淡香水 100毫升,"990.00",NaN,Chanel,迷迭香、薰衣草,白松香、茉莉,木質花香調,NaN,NaN,32,828.00,1
526,Burberry 駿勇之心淡香水 100毫升,"950.00",NaN,Burberry,香檸檬,杜松子、黑胡椒,北非雪松、喜馬拉雅雪松、佛吉尼亞雪松,NaN,NaN,20,618.00,1
527,Gucci Flora Gorgeous Jasmine淡香精套裝 2件裝,"1,000.00",NaN,Gucci,柑橘、佛手柑、黑胡椒,大花茉莉精粹、木蘭、茉莉精粹、玫瑰香氣,安息香提取物、廣藿香,3.5,1022.0,22,660.00,1
528,【網店限定】Moschino Toy Boy泰迪熊男士香水 30毫升,"410.00",NaN,Moschino,香檸檬、粉紅漿果、梨,公丁香、玫瑰、木蘭,香根草、檀香木、琥珀,3.5,629.0,10,328.00,1
529,Chanel 邂逅噴式淡香水 50毫升,"920.00",NaN,Chanel,風信子、白麝香,粉紅胡椒、茉莉、香根草、柑橘,鳶尾花、琥珀、廣藿香,NaN,NaN,32,788.00,1
531,Anna Sui Sundae Violet Vibe淡香水 50毫升,"550.00",NaN,Anna Sui,草莓奶油、檸檬皮、黑醋栗花蜜,紅蘋果花、茉莉花,粉色棉花糖,NaN,NaN,26,440.00,1
532,Anna Sui Sundae Pretty Pink淡香水 50毫升,"550.00",NaN,Anna Sui,紅柚、柑橘、羅勒,貝裡尼雞尾酒、梅花、藍色仙客來,薔薇木、琥珀,NaN,NaN,26,440.00,1
533,Chanel 邂逅噴式香露 綠色氣息版 100毫升,"1,290.00",NaN,Chanel,NaN,NaN,NaN,NaN,NaN,32,1098.00,1
534,【網店限定】Skybottle 無花果香氛保濕身體乳 300毫升,"208.00",NaN,Skybottle,無花果果實,翠綠樹葉,木質香,NaN,NaN,56,188.00,1
535,Cristiano Ronaldo CR7 Game On淡香水套裝 3件裝,"605.00",NaN,Cristiano Ronaldo CR7,番木瓜、蘋果、小荳寇碎冰,欖香機脂、紫羅蘭、薰衣草,杜松漿果、喀什米爾木、雪松木、零陵香豆、癒創木,2.5,11.0,50,515.00,1
536,Chanel N°5淡香水 100毫升,"1,290.00",NaN,Chanel,NaN,NaN,NaN,NaN,NaN,32,1098.00,1
538,Diptyque 限量版杜桑淡香水 100毫升,"1,220.00",NaN,Diptyque,非洲橙子花、玫瑰和鸢尾,晚香玉、粉色胡椒,安息香、麝香,NaN,NaN,59,976.00,1
539,Versace 噴式淡香水 30毫升,"460.00",NaN,Versace,檸檬 橙花油 香檸檬 玫瑰,風信子 鼠尾草 雪松 老鸛草,零陵香豆 麝香 琥珀,NaN,NaN,62,322.00,1
541,Moschino Toy 2 Bubble Gum女士淡香水 30毫升,"380.00",NaN,Moschino,泡泡糖、柑橘蜜餞、意大利香橙、肉桂、黑加侖子,薑粉、保加利亞玫瑰、香桃、桃花,雪松木、龍涎香醚、麝香,3.5,178.0,10,304.00,1
542,Marina De Bourbon Royal Style Princesse 淡香精 30毫升,"440.00",NaN,Marina De Bourbon,黑醋栗、佛手柑及梨,茉莉花、玫瑰、梨花,木質調,NaN,NaN,48,374.00,1
543,Marina De Bourbon My Dynastie Princess EDP 淡香精 100毫升,"690.00",NaN,Marina De Bourbon,檸檬、蘋果、金橘、四季橘,白玫瑰、粉色風信子,竹子、琥珀、雪松木,0.0,NaN,48,587.00,1
556,Urban Rituelle 精油配方香薰組合 檸檬草 220毫升,"368.00",NaN,Urban Rituelle,NaN,NaN,NaN,NaN,NaN,46,168.00,1
545,【網店限定】Cocod’or 玫瑰香薰 100毫升,"94.00",NaN,Cocod'or,草、五月玫瑰,土耳其玫瑰、保加利亞玫瑰、紫羅蘭葉,白松香、檀香木、木香,NaN,NaN,33,75.00,1
546,Jurlique 玫瑰身體乳 300毫升,"350.00",NaN,Jurlique,NaN,NaN,NaN,NaN,NaN,40,198.00,1
547,【網店限定】Cocod’or 森林系列黑櫻桃香薰 120毫升,"102.00",NaN,Cocod'or,青蘋果、黑櫻桃、柑橘,茉莉花、天芥菜,焦糖餅、香草奶油,NaN,NaN,33,66.00,1
548,Gucci Bloom禮品套裝 2件裝,"965.00",NaN,Gucci,茉莉。,晚香玉。,使君子。,4.0,12308.0,22,590.00,1
537,Hermes 絲意淡香精套裝 2件裝,"985.00",NaN,Hermès,生薑,晚香玉,檀香,NaN,NaN,17,689.00,1
569,【網店限定】Cocod’or White Label 擴香瓶 芒果茉莉 200毫升,"125.00",NaN,Cocod'or,芒果、黑莓,白茉莉、茉莉葉、蜂蜜、鈴蘭,香草、木質香調,NaN,NaN,33,99.00,1
570,【網店限定】Naturally European 玫瑰花瓣香熏蠟燭 200克,"198.00",NaN,Naturally European,NaN,NaN,NaN,NaN,NaN,2,129.00,1
572,Fresh 淨糖檸檬身體潤膚乳 300毫升,"260.00",NaN,Fresh,NaN,NaN,NaN,NaN,NaN,3,165.00,1
573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
574,【網店限定】Naturally European 玫瑰花瓣香氛身體乳 500毫升,"158.00",NaN,Naturally European,NaN,NaN,NaN,NaN,NaN,2,95.00,1
575,【網店限定】Cocod’or 經典擴香瓶 清新微風 200毫升,"118.00",NaN,Cocod'or,柑橘、檸檬,百合、洗衣香、天芥菜,白麝香、香草,NaN,NaN,33,79.00,1
576,Elizabeth Arden Fragrance 綠茶香氛身體乳 200毫升,"142.00",NaN,Elizabeth Arden,NaN,NaN,NaN,4.0,11813.0,66,56.00,1
22,Christian Dior Miss Dior Blooming Bouquet 淡香水 50毫升,"925.00","50毫升",Dior,香豌豆、香檸檬,玫瑰、牡丹,白麝香,0.0,NaN,39,675.00,1
26,Christian Dior J’adore Infinissime 淡香精 100毫升,"1,700.00","100毫升",Dior,血橙、佛手柑,格拉斯晚香玉、雙瓣茉莉、依蘭依蘭及五月玫瑰,檀香木,3.5,225.0,39,1159.00,1
27,Christian Dior 真我香水 5毫升,"140.00","5毫升",Dior,NaN,NaN,NaN,NaN,NaN,39,98.00,1
20,Hermes 迷你香水套裝 4件裝,"560.00","4件裝",Hermès,生姜,尼羅河睡蓮、青草香氣、茉莉,梧桐、乳香,NaN,NaN,17,425.00,1
30,【網店限定】Hermes 尼羅河花園淡香水 15毫升,"283.00","15毫升",Hermès,NaN,NaN,NaN,NaN,NaN,17,189.00,1
29,【網店限定】TOM FORD Oud Wood 東方烏木香水 50毫升,"1,770.00","50毫升",TOM FORD,小豆蔻、辣椒,香根草、雪松,烏木、麝香,4.5,31073.0,42,1239.00,1
13,Jo Malone Wild Bluebell 藍風鈴古龍水 100亳升,"1,405.00","100毫升",Jo Malone,藍風鈴、丁香,茉莉、鈴蘭、野玫瑰,麝香、琥珀,4.0,31372.0,14,650.00,1
14,Jo Malone 鼠尾草與海鹽古龍水 100亳升,"1,405.00","100亳升",Jo Malone,NaN,NaN,NaN,NaN,NaN,14,690.00,1
16,Jo Malone 精緻經典古龍水套裝 2022限量版 5件裝,"1,110.00","5件裝",Jo Malone,英國梨,小蒼蘭,胭紅麂絨,NaN,NaN,14,645.00,1
17,Byredo 無人區玫瑰香水 50毫升,"1,550.00","50毫升",Byredo,粉紅胡椒、土耳其玫瑰,覆盆莓花、土耳其玫瑰原精,紙莎草、白琥珀,NaN,NaN,35,1038.00,1
18,Chloé 歌露兒香水噴霧 75毫升,"1,250.00","75毫升",Chloé,粉紅牡丹，小蒼蘭，荔枝,木蘭花，鈴蘭和玫瑰,雪松，琥珀，蜂蜜,NaN,NaN,64,625.00,1
19,Diptyque 譚道淡香水 100毫升,"1,220.00","100毫升",Diptyque,玫瑰、桃金娘和意大利丝柏,檀木、雪松,香辛料、琥珀、白麝香和蔷薇木,NaN,NaN,59,899.00,1
25,Chanel Bleu De Chanel男士香精 100毫升,"1,300.00","100毫升",Chanel,NaN,NaN,NaN,4.0,5340.0,32,1170.00,1
32,Burberry Weekend 女士淡香精 100毫升,"1,070.00","100毫升",Burberry,柑橘、綠野甘香，多種綠葉,野玫瑰、鳳梨花、風信子、油桃,柏木、檀香木、麝香,3.5,1549.0,20,321.00,1
46,Diptyque 玫瑰之水淡香精 75毫升,"1,420.00","75毫升",Diptyque,NaN,NaN,NaN,NaN,NaN,59,989.00,1
68,Chanel Bleu de Chanel 男士香水 50毫升,"820.00","50毫升",Chanel,檸檬、西柚、粉紅胡椒,生薑、茉莉,雪松、檀木、琥珀、廣藿香,4.0,5340.0,32,715.00,1
69,Gucci 迷你淡香精套裝 4件裝,"595.00","4件裝",Gucci,紅莓果,白色梔子花、赤素馨花,廣藿香、黃糖香,NaN,NaN,22,359.00,1
71,Calvin Klein Be 淡香水 200亳升,"700.00","200亳升",Calvin Klein,NaN,NaN,NaN,4.0,7421.0,65,209.00,1
73,【網店限定】4711 白桃芫荽古龍水 50毫升,"215.00","50毫升","4711",NaN,NaN,NaN,NaN,NaN,60,199.00,1
74,Lancome 奇蹟噴式香水 100亳升,"890.00","100亳升",Lancôme,荔枝、小蒼蘭和紅胡椒子,牡丹、突厥薔薇、木蘭花、波旁胡椒、薑,茉莉、麝香、廣藿香、琥珀,NaN,NaN,18,590.00,1
105,Burberry 粉紅風格淡香水 100亳升,"1,070.00","100毫升",Burberry,NaN,NaN,NaN,NaN,NaN,20,321.00,1
107,Bvlgari 男士迷你香水套裝 4件裝,"500.00","4件裝",Bvlgari,大吉嶺茶。,愈創木、豆蔻。,木質香、透明琥珀。,NaN,NaN,13,350.00,1
108,Gucci Bloom 淡香水 50毫升,"850.00","50毫升",Gucci,橙花香調，檸檬精油，柑橘精油，佛手柑精油,花香香調(茉莉花蕾)，晚香玉，使君子，橙花,檀香木調，日曬木質芳香，鳶尾草，安息香，麝香,NaN,NaN,22,500.00,1
109,Diptyque 漿果香氛蠟燭 190克,"560.00","190克",Diptyque,NaN,NaN,NaN,NaN,NaN,59,448.00,1
111,Diptyque 杜桑淡香精 75毫升,"1,420.00","75毫升",Diptyque,非洲橙子花、玫瑰和鸢尾,晚香玉、粉色胡椒,安息香、麝香,NaN,NaN,59,989.00,1
112,【網店限定】Maison Margiela 爵士俱樂部淡香水 100毫升,"1,150.00","100毫升",Maison Margiela,臻選檸檬、粉紅胡椒、橙花精油,鼠尾草、朗姆、岩蘭草,蘇合香脂、煙草葉、香草豆,NaN,NaN,61,805.00,1
149,Hermes 大地男士香水沐浴凝露套装 2件裝,"1,200.00","2件裝",Hermès,NaN,天竺葵、玫瑰、廣藿香。,NaN,NaN,NaN,17,699.00,1
143,Gucci Bloom 淡香水100毫升,"1,145.00","100毫升",Gucci,甜橙花、香檸檬,晚香玉、茉莉、使君子,木質香,4.0,12308.0,22,670.00,1
145,【網店限定】4711 紅胡椒葡萄柚古龍水 50毫升,"215.00","50毫升","4711",NaN,NaN,西柚、胡椒。,NaN,NaN,60,129.00,1
157,Versace 噴式淡香水 100毫升,"780.00","100毫升",Versace,NaN,NaN,NaN,NaN,NaN,62,546.00,1
179,【網店限定】L’OCCITANE 櫻花身體護理套裝 3件裝,"525.00","3件裝",L'OCCITANE,NaN,NaN,NaN,NaN,NaN,7,298.00,1
182,Chanel Chance 香水 100毫升,"1,580.00","100毫升",Chanel,NaN,NaN,NaN,NaN,NaN,32,1348.00,1
309,Abercrombie & Fitch Away 女士香水 100毫升,"830.00","100毫升",Abercrombie & Fitch,NaN,NaN,NaN,0.0,NaN,57,706.00,1
219,【網店限定】Burberry London 男士淡香水 30毫升,"333.00","30毫升",Burberry,香檸檬、薰衣草、肉桂,怕羞草、皮革,菸葉、橡木苔蘚,4.5,15027.0,20,193.00,1
220,Burberry 倫敦男用淡香水噴霧,"560.00 ~ 780.00",NaN,Burberry,薰衣草、彿手柑、肉桂,含羞草、皮革,愈傷草、煙草葉、愈創木、橡苔,NaN,NaN,20,252.00,1
257,Salvatore Ferragamo Signorina Eleganza 女士香水 100 毫升,"1,050.00","100毫升",Salvatore Ferragamo,葡萄柚、梨,桂花、杏仁,廣藿香、皮革,4.0,270.0,8,945.00,1
296,Sabon 玫瑰花茶身體潤膚乳液 200毫升,"290.00","200毫升",Sabon,NaN,NaN,NaN,NaN,NaN,28,217.00,1
297,Trussardi Uomo 男士淡香水套裝 2件裝,"920.00","2件裝",Trussardi,檸檬、白松香,天竺葵、紫羅蘭,廣藿香、苔蘚,3.5,422.0,63,782.00,1
371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
412,【網店限定】Cocod’or 香氛蠟燭 黑櫻桃 140克,"78.00","130克",Cocod'or,NaN,NaN,NaN,NaN,NaN,33,52.00,1
413,Swiss Army For Her Ginger Lily 淡香水 100毫升,"620.00","100毫升",Swiss Army,天竺葵、生薑,山谷百合、薔薇花,軟木,NaN,NaN,21,527.00,1
414,【網店限定】Teaology 茉莉花茶緊緻保濕身體乳 300毫升,"350.00","300毫升",Teaology,NaN,NaN,NaN,NaN,NaN,38,160.00,1
415,Elizabeth Arden 綠茶荔枝青檸蜜滴潤膚霜 500毫升,"283.00","500毫升",Elizabeth Arden,NaN,NaN,NaN,0.0,NaN,66,168.00,1
418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
453,Marina De Bourbon Cristal Royal Rose 女士淡香水 30亳升,"440.00",NaN,Marina De Bourbon,玫瑰、檸檬、梨,紫羅蘭、桃、小蒼蘭,雪松、麝香、龍涎香醚,4.0,57.0,48,374.00,1
454,【網店限定】Giorgio Armani My Way 香水 30毫升,"685.00",NaN,Giorgio Armani,佛手柑、橙花,晚香玉、茉莉花,雪松、香草、白麝香,4.0,19046.0,25,469.00,1
474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
456,Christian Dior J’adore 淡香水 50亳升,"900.00",NaN,Dior,血橙精華,瓦洛里橙花,大馬士革玫瑰精華,NaN,NaN,39,616.00,1
455,Swiss Army Wood 香水 100毫升,"572.00",NaN,Swiss Army,檸檬精華、鼠尾草,胡桃木香調、木質香,樹苔淨油、安息香,NaN,NaN,21,486.00,1
458,【網店限定】Bvlgari 白茶古龍水 75毫升,"825.00",NaN,Bvlgari,NaN,NaN,麝香、木質琥珀,NaN,NaN,13,619.00,1
460,【網店限定】Calvin Klein IN2U女士淡香水 100毫升,"445.00",NaN,Calvin Klein,葡萄柚,糖蘭,琥珀,3.5,1013.0,65,146.00,1
461,Elizabeth Arden 白茶野玫瑰香水 100毫升,"500.00",NaN,Elizabeth Arden,梨樹花、白茶、紅醋栗、玫瑰草,保加利亞玫瑰、土耳其玫瑰、嫣紅牡丹、快樂鼠尾草,琥珀、麝香、巴拉圭瑪黛茶、零陵香豆,NaN,NaN,66,288.00,1
463,【網店限定】Maison Margiela Replica 慵懶週日清晨蠟燭 165克,"620.00",NaN,Maison Margiela,鈴蘭、黃葵子,鳶尾花、玫瑰花瓣、橙花,廣藿香、白木,NaN,NaN,61,465.00,1
465,Diptyque 譚道淡香精 75毫升,"1,420.00",NaN,Diptyque,NaN,NaN,NaN,NaN,NaN,59,989.00,1
466,Marina De Bourbon Cristal Royal 香水 100毫升,"760.00",NaN,Marina De Bourbon,NaN,NaN,NaN,4.0,57.0,48,647.00,1
467,【網店限定】Atelier Cologne 無極烏龍香水 30毫升,"625.00",NaN,Atelier Cologne,意大利佛手柑,烏龍茶葉,中美洲癒創木,4.0,26984.0,36,406.00,1
468,Maison Margiela 雨後初晴淡香水 100毫升,"1,420.00",NaN,Maison Margiela,佛手柑油，植物萃取，粉紅胡椒精華。,海洋香調，玫瑰花精華，茉莉。,松針油，廣藿香,NaN,NaN,61,749.00,1
462,Christian Dior Miss Dior Wake up for Love 香水 100毫升,"1,600.00",NaN,Dior,鈴蘭、牡丹、鳶尾花、翠綠露水,五月玫瑰,麝香木、巴布亞香草、安息香、零陵香豆、檀木,NaN,NaN,39,1085.00,1
459,【網店限定】Le Labo 紅茶29淡香精 50毫升,"1,770.00",NaN,LE LABO,香檸檬、無花果、月桂葉,香根草、雪松,乾草,NaN,NaN,43,1328.00,1
476,Christian Dior Miss Dior Blooming Bouquet 淡香水套裝 3件裝,"1,312.00",NaN,Dior,香豌豆、香檸檬,玫瑰、牡丹,白麝香,4.0,9072.0,39,779.00,1
480,Christian Dior Sauvage 香精 60毫升,"960.00",NaN,Dior,柑橘,陵香豆、檀香木,NaN,NaN,NaN,39,705.00,1
482,Christian Dior Miss Dior Rose N’Roses 走珠淡香水 20毫升,"430.00",NaN,Dior,NaN,NaN,NaN,NaN,NaN,39,299.00,1
478,Le Labo 紅茶29淡香精 100毫升,"2,270.00",NaN,LE LABO,香檸檬、無花果、月桂葉,香根草、雪松,乾草,NaN,NaN,43,1589.00,1
471,Chanel COCO MADEMOISELLE 淡香水 100毫升,"1,290.00",NaN,Chanel,西西里橙、卡拉布里亞佛手柑。,晨間玫瑰、茉莉。,廣藿香、海地香根草、留尼汪香草、白麝香。,4.0,12469.0,32,1098.00,1
472,Salvatore Ferragamo Signorina In Fiore 迷你女性淡香水噴霧 5亳升,"69.00",NaN,Salvatore Ferragamo,石榴、日本雪梨,茉莉花、櫻花,檀香、白麝香,4.0,241.0,8,59.00,1
473,【網店限定】Diptyque 玫瑰香氛蠟燭 190克,"560.00",NaN,Diptyque,NaN,NaN,NaN,NaN,NaN,59,448.00,1
475,【網店限定】Foellie 私密處護理香氛香水 紫丁香 5毫升,"70.00",NaN,Foellie,NaN,NaN,NaN,NaN,NaN,44,60.00,1
477,Anna Sui 迷你淡香水套裝 5件裝,"415.00",NaN,Anna Sui,NaN,NaN,NaN,NaN,NaN,26,332.00,1
479,Gucci 罪愛女士淡香水 90毫升,"1,040.00",NaN,Gucci,粉紅胡椒、柑橘,紫丁香、天竺葵,廣藿香油、琥珀,NaN,NaN,22,588.00,1
481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
483,Diptyque 影中之水淡香精 75毫升,"1,420.00",NaN,Diptyque,玫瑰、黑醋栗葉、黑醋栗,香檸檬、 橘子,龍涎香、麝香,NaN,NaN,59,989.00,1
484,Marina De Bourbon Tendre Reverence 香水,"420.00 ~ 680.00",NaN,Marina De Bourbon,NaN,NaN,NaN,3.5,22.0,48,336.00,1
485,Chanel Bleu De Chanel 男士淡香水 50毫升,"710.00",NaN,Chanel,柑橘香調、香根草、粉紅胡椒,葡萄柚、乾燥的乾雪松、勞丹脂,乳香、生薑、檀香木,4.0,5340.0,32,620.00,1
486,Chloé 淡香精套裝 2件裝,"648.00",NaN,Chloé,牡丹、荔枝、小蒼蘭。,玫瑰花瓣、木蘭。,琥珀。,NaN,NaN,64,399.00,1
488,【網店限定】Coach 淡香水 30毫升,"420.00",NaN,Coach,梨、葡萄柚、橘子,玫瑰、苿莉,木質香,NaN,NaN,9,336.00,1
489,【網店限定】4711 經典古龍水 150毫升,"289.00",NaN,"4711",檸檬、柳丁、佛手柑,薰衣草、迷迭香,橙花、苦橙葉,NaN,NaN,60,174.00,1
490,Abercrombie & Fitch Away 男士淡香水 100毫升,"830.00",NaN,Abercrombie & Fitch,NaN,NaN,NaN,0.0,NaN,57,706.00,1
491,【網店限定】Chloé Nomade淡香水50毫升,"835.00",NaN,Chloé,荔枝果,小蒼蘭,NaN,NaN,NaN,64,579.00,1
492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
493,Diptyque 無花果香氛蠟燭 190克,"560.00",NaN,Diptyque,NaN,NaN,NaN,NaN,NaN,59,448.00,1
495,Chloé Signature 淡香精套裝 2件裝,"1,160.00",NaN,Chloé,牡丹、荔枝、小蒼蘭。,玫瑰花瓣、木蘭。,琥珀、木質香。,NaN,NaN,64,599.00,1
514,Moschino Toy 2 Bubble Gum女士淡香水 100毫升,"730.00",NaN,Moschino,泡泡糖、柑橘蜜餞、意大利香橙、肉桂、黑加侖子,薑粉、保加利亞玫瑰、香桃、桃花,雪松木、龍涎香醚、麝香,3.5,178.0,10,584.00,1
515,Trussardi Pink Marina淡香水 100毫升,"894.00",NaN,Trussardi,粉红葡萄柚、西瓜冰沙、檸檬,橙花、海百合、海鹽,檀香、雪松、廣藿香,3.5,534.0,63,805.00,1
549,Anna Sui Sundae Mellow Yellow淡香水 50毫升,"550.00",NaN,Anna Sui,檸檬、百香果、山桃,桂花、海棠花、茉莉,香草、梅花木,NaN,NaN,26,440.00,1
550,Anna Sui 築夢天馬淡香水 5毫升,"62.00",NaN,Anna Sui,NaN,NaN,NaN,NaN,NaN,26,59.00,1
551,Anna Sui 粉翼天馬淡香水 5毫升,"62.00",NaN,Anna Sui,NaN,NaN,NaN,NaN,NaN,26,59.00,1
552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
553,Halloween 淡香水 100毫升,"554.00",NaN,Halloween,青檸、香蕉、紫羅蘭,晚香玉玉蘭、粉紅胡椒,香草。,NaN,NaN,45,398.00,1
554,【網店限定】 Cocod’or 法國薰衣草香薰 100毫升,"94.00",NaN,Cocod'or,佛手柑、青檸、留蘭香、蘋果,薰衣草、百里香,麝香,NaN,NaN,33,65.00,1
555,【網店限定】Naturally European英國梨與小蒼蘭香氛身體乳 500毫升,"158.00",NaN,Naturally European,NaN,NaN,NaN,NaN,NaN,2,95.00,1
557,L’OCCITANE 馬鞭草潤膚露 250毫升,"260.00",NaN,L'OCCITANE,NaN,NaN,NaN,NaN,NaN,7,168.00,1
558,Diptyque 晚香玉香氛蠟燭 190克,"560.00",NaN,Diptyque,NaN,NaN,NaN,NaN,NaN,59,399.00,1
559,TOUS Oh! The Origin 女士淡香水 100毫升,"850.00",NaN,Tous,梨、野玫瑰、綠色柑橘,雪松、土耳其玫瑰,安息香、香草,3.5,220.0,6,388.00,1
560,Lancome 奇蹟噴式香水 50亳升,"660.00",NaN,Lancôme,荔枝、小蒼蘭和紅胡椒子,牡丹、突厥薔薇、木蘭花、波旁胡椒、薑,茉莉、麝香、廣藿香、琥珀,NaN,NaN,18,488.00,1
561,Lancome 奇蹟噴式香水 30亳升,"480.00",NaN,Lancôme,荔枝、小蒼蘭和紅胡椒子,牡丹、突厥薔薇、木蘭花、波旁胡椒、薑,茉莉、麝香、廣藿香、琥珀,NaN,NaN,18,299.00,1
562,Sanrio Kuromi 吊掛式香氛片 白麝香 3片裝,"59.00",NaN,Sanrio,NaN,NaN,NaN,0.0,NaN,58,45.00,1
563,Coach 迷你淡香水 4.5毫升,"62.00",NaN,Coach,梨、葡萄柚、橘子,玫瑰、苿莉,木質香,NaN,NaN,9,59.00,1
564,Coach Dreams Sunset 迷你淡香精 4.5毫升,"63.00",NaN,Coach,梨沙冰、香檸檬,沙巴茉莉、玉蘭,香草、零陵香豆,4.0,32.0,9,59.00,1
565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
567,Marina De Bourbon Royal Style Princesse香水 7.5毫升,"65.00",NaN,Marina De Bourbon,黑醋栗、佛手柑及梨,茉莉花、玫瑰、梨花,麝香、雪松、檀香木,0.0,NaN,48,58.00,1
568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
571,Fresh 香檳葡萄身體潤膚乳 300毫升,"260.00",NaN,Fresh,NaN,NaN,NaN,NaN,NaN,3,165.00,1
